,Total Attacks,Temp Anomaly (F),Total Population,Normalized Data,Colors,Upper Confidence,Lower Confidence,N Upper Confidence,N Lower Confidence
2004,35,1.03,292805298.0,1.1953335625778192,#C6221E,40.91607978309962,29.083920216900385,1.3973818118243073,0.9932853133313313
2005,52,1.33,295516599.0,1.7596304294230185,#C6221E,59.211102550927976,44.788897449072024,2.0036472655442266,1.5156135933018107
2006,54,2.08,298379912.0,1.8097733067231416,#C6221E,61.348469228349536,46.651530771650464,2.05605225958876,1.5634943538575232
2007,66,1.6,301231207.0,2.191008051831761,#C6221E,74.12403840463597,57.87596159536404,2.460702499679456,1.9213136039840666
2008,60,1.54,304093966.0,1.9730743358452565,#C6221E,67.74596669241484,52.25403330758517,2.2277971372971876,1.718351534393325
2009,41,0.34,306771529.0,1.336499515898687,#C6221E,47.40312423743285,34.59687576256715,1.5452256730588856,1.1277733587384882
2010,40,0.34,309348193.0,1.2930413335241302,#C6221E,46.324555320336756,33.675444679663244,1.4974891196580145,1.088593547390246
2011,48,0.88,311663358.0,1.5401233018865181,#C6221E,54.92820323027551,41.07179676972449,1.7624209526188672,1.317825651154169
2012,64,1.7,313998379.0,2.0382270826945894,#C6221E,72.0,56.0,2.293005468031413,1.7834486973577657
2013,60,2.94,316204908.0,1.8975037541163025,#C6221E,67.74596669241484,52.25403330758517,2.142470435418252,1.6525370728143527
2014,66,0.27,318563456.0,2.0718007278273625,#C6221E,74.12403840463597,57.87596159536404,2.3268217684276995,1.8167796872270259
2015,72,0.73,320896618.0,2.2437132696736617,#C6221E,80.48528137423857,63.51471862576143,2.5081374143444095,1.979289125002914
2016,64,2.31,323127513.0,1.9806422364288119,#C6221E,72.0,56.0,2.2282225159824134,1.7330619568752106
2017,65,3.01,325700000.0,1.9957015658581518,#C6221E,73.06225774829855,56.93774225170145,2.243237879898635,1.748165251817668
